0.02309282,0.3474681,2.263233,0.04203928,0.145276,2.244173,-0.1016752,0.05914451,2.132665,0.1800561,0.03979063,2.130588,0.02808385,-0.2050848,2.13051,0.02621603,-0.2575383,2.071184,-0.03949072,-0.3121735,2.057214,0.08728834,-0.3208828,2.031671,-0.1459071,-0.07023568,2.041734,0.1581287,-0.1164632,1.985999,-0.08331668,0.06362166,1.999044,0.1019205,-0.2256928,1.887844,-0.06245318,0.1082408,1.98802,0.08602414,-0.2575288,1.878751,-0.0921938,-0.6689332,1.988234,0.1152613,-0.6495014,1.956222,-0.08686644,-0.9228075,1.933935,0.03172603,-0.9208631,1.92862,0,0,0,1,0,0,0
0.02340317,0.3479122,2.265355,0.04285968,0.1453627,2.244717,-0.1015458,0.05994534,2.133756,0.1805307,0.04030675,2.132106,0.02812251,-0.2049353,2.131623,0.02626393,-0.2573676,2.072324,-0.0395247,-0.3120198,2.058386,0.08730645,-0.3208293,2.032783,-0.1456933,-0.06969627,2.042409,0.1581307,-0.1164626,1.986556,-0.1254982,0.07748009,2.077538,0.1012415,-0.2258287,1.888434,-0.1187665,0.1265389,2.092517,0.08029401,-0.2671546,1.874636,-0.09220561,-0.6689844,1.98915,0.1152446,-0.6494251,1.957188,-0.08686689,-0.9289026,1.933527,0.0291007,-0.9265301,1.929258,0,0,0,1,0,0,0
-0.02776171,0.3675929,2.197697,-0.03127335,0.1541467,2.176202,-0.1981702,0.07645089,2.188997,0.1528272,0.04764158,2.189135,-0.03175988,-0.1901858,2.133825,-0.03086267,-0.2428968,2.073629,-0.1154141,-0.312547,2.04791,0.05283513,-0.3257119,2.055414,-0.4545459,0.07745972,2.233177,0.1922764,-0.2342566,2.14166,-0.6655464,0.08519113,2.232717,0.2070631,-0.4442735,2.032084,-0.7552631,0.07299615,2.22731,0.2022588,-0.5242195,1.98951,-0.1400306,-0.6449681,1.984143,0.08488825,-0.6460416,1.979343,-0.1413894,-0.9874594,1.997118,0.009952061,-0.9906917,1.946505,0,0,0,1,0,0,0
-0.02822443,0.3676858,2.196957,-0.03124592,0.1542068,2.175997,-0.1987736,0.07646503,2.1889,0.1521492,0.04754296,2.189335,-0.0320268,-0.1901505,2.134099,-0.03118956,-0.2430031,2.074087,-0.1158405,-0.3126841,2.048496,0.0524259,-0.3259223,2.056292,-0.4543191,0.07771502,2.233049,0.1905496,-0.2334716,2.142861,-0.6643358,0.1005846,2.232074,0.2057024,-0.4439397,2.034021,-0.7541835,0.08833084,2.230235,0.2019763,-0.5236154,1.990846,-0.1403996,-0.6452038,1.984469,0.08370993,-0.6463391,1.978714,-0.1458903,-0.9874138,1.998801,0.01069319,-0.9909939,1.937385,0,0,0,1,0,0,0
-0.02879132,0.3678653,2.196136,-0.03262195,0.1542475,2.176156,-0.1992314,0.07657088,2.188855,0.1517347,0.04765001,2.189596,-0.03259571,-0.1899594,2.134568,-0.03155312,-0.2428448,2.074566,-0.1159042,-0.3125914,2.048605,0.05207675,-0.3258355,2.057304,-0.4541022,0.07783197,2.232981,0.1895358,-0.2329123,2.143827,-0.6641923,0.1006154,2.232356,0.200043,-0.4271642,2.047529,-0.7540438,0.08846201,2.230296,0.1990097,-0.5061099,2.0029,-0.1406551,-0.6452705,1.984712,0.08304042,-0.6462173,1.978351,-0.1461393,-0.9872642,1.999926,0.005308516,-0.98855,1.920571,0,0,0,1,0,0,0
-0.0290366,0.3676638,2.195849,-0.03241649,0.1539989,2.175978,-0.1998067,0.07667089,2.188945,0.1507438,0.04737463,2.189641,-0.03284653,-0.1901197,2.134706,-0.03191094,-0.2430908,2.074781,-0.1164526,-0.3128484,2.048832,0.05168323,-0.326085,2.057662,-0.4540239,0.07800639,2.232951,0.1885136,-0.2333081,2.14402,-0.6642161,0.1005699,2.232397,0.19977,-0.4276012,2.047709,-0.7540794,0.08856228,2.230236,0.1965294,-0.5071903,2.004358,-0.1408824,-0.6454481,1.984995,0.08174531,-0.6463279,1.977691,-0.1469866,-0.987606,2.000062,0.002463855,-0.9876002,1.912439,0,0,0,1,0,0,0
-0.0290425,0.3676631,2.195817,-0.03299262,0.1534322,2.175979,-0.2001967,0.07655431,2.188774,0.1498797,0.04670991,2.189523,-0.03350335,-0.1905013,2.135092,-0.03248677,-0.2434844,2.075211,-0.1169418,-0.3131211,2.04915,0.05122774,-0.3264841,2.058233,-0.4540234,0.07800877,2.232947,0.1876996,-0.233336,2.144519,-0.6642438,0.1009604,2.232558,0.1991085,-0.4282891,2.047653,-0.754095,0.08891497,2.230345,0.1962592,-0.507915,2.004354,-0.1411852,-0.6453031,1.98526,0.08067958,-0.6465301,1.977141,-0.1471732,-0.9879742,1.999829,0.002583802,-0.9880388,1.910754,0,0,0,1,0,0,0
-0.02899424,0.3676086,2.195916,-0.03290841,0.1537599,2.175953,-0.200795,0.07658269,2.188735,0.1490454,0.04642794,2.189844,-0.03369048,-0.1904932,2.135234,-0.03267022,-0.2435988,2.075411,-0.1171603,-0.3132522,2.049224,0.05098275,-0.3266209,2.058841,-0.4540429,0.07808021,2.232925,0.186576,-0.233241,2.145027,-0.6653276,0.08657227,2.233978,0.1980163,-0.4276999,2.048736,-0.755105,0.07522996,2.228181,0.1953123,-0.5072433,2.005288,-0.141215,-0.6453264,1.985425,0.07989734,-0.6463499,1.97685,-0.1475618,-0.9882017,1.999733,0.006417811,-0.9892967,1.911421,0,0,0,1,0,0,0
-0.02909644,0.3675742,2.195951,-0.03336832,0.1543536,2.175938,-0.2014359,0.07643963,2.188733,0.1474895,0.04591525,2.189969,-0.03408255,-0.1905553,2.135361,-0.03302943,-0.2438316,2.075554,-0.1174098,-0.3133897,2.049304,0.05065316,-0.3267972,2.059123,-0.4564263,0.07852524,2.233537,0.1859296,-0.2328191,2.145363,-0.6678182,0.08652706,2.234418,0.1970809,-0.429798,2.04811,-0.7580217,0.07865914,2.229654,0.1944347,-0.509228,2.004462,-0.1414484,-0.6453944,1.985577,0.07925718,-0.6466515,1.976839,-0.1477762,-0.9883275,2.000421,0.01242198,-0.9912077,1.91356,0,0,0,1,0,0,0
-0.02915702,0.3675375,2.195899,-0.03335768,0.1543683,2.175955,-0.2020948,0.07629024,2.188787,0.1470614,0.04545429,2.190728,-0.03439316,-0.190477,2.135527,-0.0332778,-0.2437719,2.075747,-0.1176987,-0.3133422,2.049356,0.05036543,-0.3267936,2.05949,-0.4562748,0.07845256,2.233545,0.1853151,-0.2331185,2.145345,-0.6677442,0.08678281,2.234196,0.1962621,-0.4279346,2.049439,-0.7578468,0.07775526,2.229677,0.1948168,-0.5077471,2.006448,-0.1416553,-0.6454594,1.985678,0.07843579,-0.6468273,1.976922,-0.147983,-0.9884114,2.000012,0.000735566,-0.9901962,1.932876,0,0,0,1,0,0,0
-0.02960472,0.3676686,2.196464,-0.03371844,0.1560048,2.176153,-0.2026399,0.07615822,2.188783,0.1466164,0.04487372,2.190914,-0.03500092,-0.1903408,2.135587,-0.03390826,-0.2438549,2.075777,-0.1185162,-0.3134359,2.049342,0.04977645,-0.3269166,2.059554,-0.459142,0.07820149,2.234231,0.1847087,-0.2329724,2.145723,-0.6707295,0.08648747,2.23424,0.19468,-0.427738,2.049383,-0.7607368,0.07676373,2.229344,0.1935484,-0.5077498,2.006761,-0.1419722,-0.6454261,1.985734,0.07802494,-0.6469055,1.977274,-0.1481239,-0.9886214,1.999888,0.01981126,-0.9947866,1.938735,0,0,0,1,0,0,0
-0.02993823,0.3677906,2.196924,-0.03394923,0.1565573,2.17655,-0.2034204,0.07624027,2.189146,0.1462347,0.04417618,2.191171,-0.03544306,-0.1903215,2.135638,-0.03435991,-0.2439104,2.075777,-0.1190843,-0.3135315,2.049195,0.04936545,-0.3270161,2.059543,-0.4605438,0.07815736,2.23449,0.1843203,-0.2334266,2.145879,-0.6722256,0.08621728,2.234336,0.1944782,-0.4281647,2.049307,-0.7621628,0.07592773,2.229345,0.1928338,-0.508209,2.006767,-0.1428519,-0.6457809,1.986087,0.07737454,-0.6464657,1.977955,-0.151532,-0.9888446,1.999731,0.02873252,-0.9967895,1.945908,0,0,0,1,0,0,0
-0.03003911,0.3679194,2.197538,-0.0334757,0.1566326,2.176867,-0.2040792,0.07615153,2.189441,0.1459868,0.04403403,2.191271,-0.03549339,-0.1903788,2.135661,-0.03451255,-0.2439845,2.075792,-0.1194315,-0.3136916,2.049174,0.04916252,-0.3270799,2.0595,-0.4601591,0.07766272,2.234871,0.184191,-0.233518,2.145898,-0.6719327,0.0863881,2.233955,0.1943528,-0.4282801,2.049196,-0.7618659,0.07582563,2.229519,0.1930656,-0.5083699,2.006732,-0.1432371,-0.6458743,1.986156,0.07699171,-0.6463531,1.978652,-0.1523117,-0.9889961,2.000236,0.03561355,-0.9980789,1.95296,0,0,0,1,0,0,0
-0.03030099,0.3674879,2.198429,-0.03320286,0.1565252,2.177026,-0.2041117,0.07602564,2.189328,0.1459107,0.04403227,2.19144,-0.03568563,-0.1905195,2.13567,-0.03477949,-0.2441706,2.075773,-0.1197944,-0.3138363,2.049151,0.04876771,-0.3272645,2.059392,-0.4595853,0.07733783,2.235029,0.1838644,-0.2337691,2.146012,-0.6714361,0.08639291,2.233794,0.1944731,-0.4278895,2.047708,-0.7613118,0.07544029,2.229174,0.1929661,-0.5083926,2.006044,-0.1435726,-0.64601,1.986148,0.07684965,-0.6464819,1.979991,-0.1520735,-0.989207,2.000224,0.02977019,-0.9976054,1.962007,0,0,0,1,0,0,0
-0.03106375,0.3674888,2.19954,-0.03331205,0.1562138,2.177343,-0.2043855,0.07571501,2.189275,0.1457611,0.04390593,2.191839,-0.03593422,-0.1906504,2.135766,-0.03495318,-0.2442447,2.07584,-0.1199613,-0.313926,2.049144,0.04863115,-0.3273055,2.059428,-0.4606196,0.07700131,2.235283,0.1838541,-0.233779,2.146012,-0.6726014,0.08612182,2.232881,0.1943597,-0.4278497,2.047403,-0.762439,0.07474075,2.228599,0.1929081,-0.5084088,2.005848,-0.1440357,-0.6459451,1.986197,0.07716194,-0.646576,1.980928,-0.1513473,-0.9893464,2.000283,0.03355784,-0.9983532,1.962509,0,0,0,1,0,0,0
-0.03149612,0.3674949,2.200723,-0.03385776,0.1559018,2.178593,-0.2044494,0.07569478,2.189255,0.145456,0.0437057,2.191918,-0.03639879,-0.1909699,2.136057,-0.03532108,-0.2444366,2.07603,-0.1202302,-0.3139917,2.049181,0.04834484,-0.3274311,2.059538,-0.4604698,0.07642879,2.23533,0.1838323,-0.2337852,2.146021,-0.6725221,0.08628602,2.232275,0.1945395,-0.4276294,2.046749,-0.7621794,0.07365476,2.227768,0.1929819,-0.5081708,2.005169,-0.1441171,-0.6459092,1.98626,0.07707534,-0.6472494,1.981588,-0.1523576,-0.9893264,2.001404,0.04348793,-0.9997531,1.966762,0,0,0,1,0,0,0
-0.03157126,0.3671144,2.201972,-0.03398735,0.155661,2.178958,-0.204502,0.07564985,2.189198,0.1454542,0.04358249,2.192157,-0.0366891,-0.1911363,2.136316,-0.03555403,-0.2445713,2.07625,-0.1204079,-0.3140381,2.049152,0.04805037,-0.3277621,2.060058,-0.4601951,0.0760105,2.235346,0.1836314,-0.2340547,2.145928,-0.6723298,0.08590111,2.232066,0.1945471,-0.4283211,2.046064,-0.7618641,0.07264937,2.226975,0.1931594,-0.5086898,2.004149,-0.1443737,-0.6457885,1.986358,0.07711889,-0.6473247,1.981698,-0.1522129,-0.9894327,2.001497,0.03426525,-0.9988631,1.966907,0,0,0,1,0,0,0
